Nom,Age,Nationalite,Valeur_Marchande,Prix_Raw,URL_Profil,Position,Ligue,Fin_Contrat,Matchs_22_23,Buts_22_23,Minutes_22_23
Zanocelo,25,Brésil,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/zanocelo/profil/spieler/646404,Milieu défensif,Série B,2028,15,1,547
Rodrigo Gomes,22,Portugal,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/rodrigo-gomes/profil/spieler/667121,Milieu gauche,Premier League,2029,27,2,825
Óscar Plano,34,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/oscar-plano/profil/spieler/221309,Deuxième attaquant,LaLiga2,2026,36,1,2208
Nicolás Castro,25,Argentine,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/nicolas-castro/profil/spieler/565899,Milieu offensif,Liga MX Apertura,0,30,0,1018
Fer Niño,25,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/fer-nino/profil/spieler/627294,Avant-centre,LaLiga2,2029,42,4,2554
Gonzalo Abrego,26,Argentine,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/gonzalo-abrego/profil/spieler/836493,Milieu central,Torneo Apertura,2026,28,3,2271
Steven Nzonzi,37,France,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/steven-nzonzi/profil/spieler/73734,Milieu défensif,Championship,2026,24,1,2109
Gabriel Pires,32,Brésil,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/gabriel-pires/profil/spieler/167291,Milieu défensif,Autre,2026,34,2,1831
Alemão,27,Brésil,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/alemao/profil/spieler/560417,Avant-centre,LaLiga,2030,29,4,1101
Darwin Machís,33,Venezuela,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/darwin-machis/profil/spieler/211251,Ailier gauche,Liga DIMAYOR I,2027,24,2,1268
Robert Navarro,23,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/robert-navarro/profil/spieler/563137,Ailier droit,LaLiga,2030,26,6,876
Jamiro Monteiro,32,Cap-Vert,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/jamiro-monteiro/profil/spieler/272930,Milieu central,Eredivisie,2026,31,1,2346
Wilfried Kanga,27,Côte d'Ivoire,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/wilfried-kanga/profil/spieler/395523,Avant-centre,Jupiler Pro League,2028,26,5,1613
Kamal Sowah,26,Ghana,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/kamal-sowah/profil/spieler/564489,Milieu central,Eredivisie,2027,36,2,1949
Óscar Romero,33,Paraguay,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/oscar-romero/profil/spieler/217886,Milieu offensif,Autre,0,19,2,1233
Iddrisu Baba,30,Ghana,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/iddrisu-baba/profil/spieler/442805,Milieu central,LaLiga2,2027,30,0,1838
Ilaix Moriba,23,Guinée,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/ilaix-moriba/profil/spieler/617074,Milieu central,LaLiga,2029,28,1,1213
Diego Rico,32,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/diego-rico/profil/spieler/249513,Arrière gauche,LaLiga,2026,31,1,2496
Nahuel Bustos,27,Argentine,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/nahuel-bustos/profil/spieler/439629,Avant-centre,Liga DIMAYOR I,2026,37,11,1653
Lautaro Morales,26,Argentine,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/lautaro-morales/profil/spieler/576023,Gardien de but,Torneo Apertura,2026,10,0,893
Josef Martínez,32,Venezuela,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/josef-martinez/profil/spieler/162569,Avant-centre,Liga MX Apertura,0,40,12,2570
Maxime Crépeau,31,Canada,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/maxime-crepeau/profil/spieler/189014,Gardien de but,MLS,2028,18,0,1620
Emanuel Gularte,28,Uruguay,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/emanuel-gularte/profil/spieler/365947,Défenseur central,Liga AUF Apertura,2026,22,3,1764
Janis Antiste,23,France,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/janis-antiste/profil/spieler/538974,Avant-centre,Bundesliga,2026,16,2,1050
Hugo Mallo,34,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/hugo-mallo/profil/spieler/119905,Arrière droit,Autre,0,37,1,2849
André Shinyashiki,28,Brésil,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/andre-shinyashiki/profil/spieler/636331,Ailier gauche,efbet Liga,2027,5,0,191
Luca Mazzitelli,30,Italie,"3,00 mio. €",?,https://www.transfermarkt.fr/luca-mazzitelli/profil/spieler/226025,Milieu central,Serie A,2026,25,3,1952
Kaio Jorge,24,Brésil,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/kaio-jorge/profil/spieler/620477,Avant-centre,Série A,2030,0,0,0
Latif Blessing,29,Ghana,"3,00 mio. €",?,https://www.transfermarkt.fr/latif-blessing/profil/spieler/398238,Milieu offensif,USLC,2026,24,0,1431
Eduardo Bauermann,29,Brésil,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/eduardo-bauermann/profil/spieler/294804,Défenseur central,Liga MX Apertura,0,20,3,1558
Paulo Gazzaniga,34,Argentine,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/paulo-gazzaniga/profil/spieler/195488,Gardien de but,LaLiga,2027,28,0,2520
Daley Blind,35,Pays-Bas,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/daley-blind/profil/spieler/12282,Défenseur central,LaLiga,2026,24,0,1600
Pablo Torre,22,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/pablo-torre/profil/spieler/720038,Milieu offensif,LaLiga,2029,16,1,583
Carlos González,33,Paraguay,"3,00 mio. €",?,https://www.transfermarkt.fr/carlos-gonzalez/profil/spieler/366620,Avant-centre,Autre,0,42,12,3072
Jalil Elías,29,Syrie,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/jalil-elias/profil/spieler/376859,Milieu défensif,Torneo Apertura,0,52,3,4516
Jon Morcillo,27,Espagne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/jon-morcillo/profil/spieler/455349,Ailier gauche,LaLiga2,2030,10,0,65
Kamil Piątkowski,25,Pologne,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/kamil-piatkowski/profil/spieler/345449,Défenseur central,Ekstraklasa,2029,25,0,1921
Haris Belkebla,32,Algérie,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/haris-belkebla/profil/spieler/138055,Milieu central,Ligue 1,2026,40,2,2838
Rúben Semedo,31,Portugal,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/ruben-semedo/profil/spieler/197602,Défenseur central,Liga Portugal,2026,19,0,1369
Virgil Misidjan,32,Suriname,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/virgil-misidjan/profil/spieler/214346,Ailier gauche,Eredivisie,2026,41,10,3007
Pêpê,28,Portugal,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/pepe/profil/spieler/258018,Milieu central,Cyprus League,2028,25,0,1539
Malcolm Ebiowei,22,Angleterre,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/malcolm-ebiowei/profil/spieler/512354,Ailier droit,Autre,0,20,2,817
Julian Gressel,32,États-Unis,Inconnu,"3,00 mio. €",https://www.transfermarkt.fr/julian-gressel/profil/spieler/229640,Milieu droit,MLS,2026,41,6,2828
Ahmed Al-Kassar,34,Arabie Saoudite,100 K €,"2,95 mio. €",https://www.transfermarkt.fr/ahmed-al-kassar/profil/spieler/177956,Gardien de but,Saudi Pro League,2027,33,0,2970
Marino Hinestroza,23,Colombie,"1,00 mio. €","2,90 mio. €",https://www.transfermarkt.fr/marino-hinestroza/profil/spieler/663319,Ailier droit,Série A,2029,34,2,963
Thomas Kaminski,33,Belgique,"2,20 mio. €","2,90 mio. €",https://www.transfermarkt.fr/thomas-kaminski/profil/spieler/77757,Gardien de but,Championship,2028,30,0,2700
Jan Mlakar,27,Slovénie,"2,80 mio. €","3,35 mio. €",https://www.transfermarkt.fr/jan-mlakar/profil/spieler/309180,Avant-centre,Ligue 2,2026,41,14,2569
Kristoffer Olsson,30,Suède,"2,50 mio. €","2,80 mio. €",https://www.transfermarkt.fr/kristoffer-olsson/profil/spieler/193592,Milieu central,Autre,0,38,5,2859
Álex Arce,30,Paraguay,"2,00 mio. €","2,80 mio. €",https://www.transfermarkt.fr/alex-arce/profil/spieler/970518,Avant-centre,Torneo Apertura,2028,33,27,2842
Ljubo Puljic,18,Croatie,-,"2,80 mio. €",https://www.transfermarkt.fr/ljubo-puljic/profil/spieler/1064015,Défenseur central,Regionalliga Bayern,2026,3,0,270
Martin Hongla,27,Cameroun,"2,80 mio. €","2,75 mio. €",https://www.transfermarkt.fr/martin-hongla/profil/spieler/398808,Milieu défensif,Super League 1,2026,26,0,1925
Santiago Solari,28,Argentine,"2,80 mio. €","2,74 mio. €",https://www.transfermarkt.fr/santiago-solari/profil/spieler/866059,Ailier droit,Torneo Apertura,2027,54,7,3156
Aleksandr Kovalenko,22,Russie,"2,80 mio. €","2,00 mio. €",https://www.transfermarkt.fr/aleksandr-kovalenko/profil/spieler/811544,Milieu central,Premier Liga,2029,30,2,2427
Gonzalo Villar,27,Espagne,"2,80 mio. €","1,80 mio. €",https://www.transfermarkt.fr/gonzalo-villar/profil/spieler/398163,Milieu central,LaLiga,2026,32,0,1215
Mame Thiam,33,Sénégal,"2,80 mio. €","1,70 mio. €",https://www.transfermarkt.fr/mame-thiam/profil/spieler/163053,Avant-centre,1.Lig,2027,30,8,2117
Sory Kaba,30,Guinée,"2,80 mio. €","1,50 mio. €",https://www.transfermarkt.fr/sory-kaba/profil/spieler/355689,Avant-centre,Jupiler Pro League,2026,44,12,2794
Hayao Kawabe,30,Japon,"2,80 mio. €","1,50 mio. €",https://www.transfermarkt.fr/hayao-kawabe/profil/spieler/262489,Milieu central,J1 Special Season,2027,35,9,2979
Saba Lobjanidze,31,Géorgie,"2,80 mio. €","1,50 mio. €",https://www.transfermarkt.fr/saba-lobjanidze/profil/spieler/251029,Ailier gauche,MLS,2026,43,6,2847
Tomás Marchiori,30,Argentine,"2,80 mio. €","1,02 mio. €",https://www.transfermarkt.fr/tomas-marchiori/profil/spieler/596909,Gardien de but,Torneo Apertura,2028,41,0,3690
Emanuel Coronel,29,Argentine,"2,80 mio. €",835 K €,https://www.transfermarkt.fr/emanuel-coronel/profil/spieler/565194,Arrière droit,Torneo Apertura,2026,38,0,3309
Krystian Bielik,28,Pologne,"2,80 mio. €",580 K €,https://www.transfermarkt.fr/krystian-bielik/profil/spieler/287247,Défenseur central,Championship,2028,37,1,3077
Queensy Menig,30,Pays-Bas,"2,80 mio. €",300 K €,https://www.transfermarkt.fr/queensy-menig/profil/spieler/225339,Ailier gauche,Autre,0,43,9,2918
Max Bird,25,Angleterre,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/max-bird/profil/spieler/486464,Milieu central,Championship,2027,48,2,3580
Dujon Sterling,26,Angleterre,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/dujon-sterling/profil/spieler/346315,Arrière droit,Premiership,2027,28,0,2224
Emre Kılınç,31,Turquie,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/emre-kilinc/profil/spieler/208848,Ailier droit,Süper Lig,2028,34,2,2332
Samet Akaydin,31,Turquie,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/samet-akaydin/profil/spieler/295024,Défenseur central,Süper Lig,2026,40,2,3562
Rúben Vinagre,26,Portugal,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/ruben-vinagre/profil/spieler/357158,Milieu gauche,Ekstraklasa,2028,4,0,206
Adam Idah,24,Irlande,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/adam-idah/profil/spieler/434223,Avant-centre,Championship,2030,28,4,1324
Lautaro Giannetti,32,Argentine,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/lautaro-giannetti/profil/spieler/225963,Défenseur central,Süper Lig,2027,34,1,2978
Erik Botheim,26,Norvège,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/erik-botheim/profil/spieler/418559,Avant-centre,Allsvenskan,2027,29,1,965
Luis Binks,24,Angleterre,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/luis-binks/profil/spieler/471004,Défenseur central,Superliga,2030,34,0,2700
Fabio Borini,34,Italie,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/fabio-borini/profil/spieler/96754,Avant-centre,League Two,2026,31,21,2394
Iván Tapia,27,Argentine,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/ivan-tapia/profil/spieler/697405,Milieu offensif,Torneo Apertura,2026,43,6,3838
Alejandro Pozuelo,34,Espagne,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/alejandro-pozuelo/profil/spieler/188853,Milieu offensif,Autre,0,12,4,817
Luca Moro,25,Italie,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/luca-moro/profil/spieler/600936,Avant-centre,Serie A,2027,35,6,1911
Dimitrios Pelkas,32,Grèce,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/dimitrios-pelkas/profil/spieler/212832,Milieu offensif,Super League 1,2027,26,2,1295
Rogelio Funes Mori,34,Mexique,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/rogelio-funes-mori/profil/spieler/135082,Avant-centre,Liga MX Apertura,2026,38,19,2641
Vitinho,32,Brésil,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/vitinho/profil/spieler/213605,Ailier gauche,Série A,2026,28,3,1849
Marco Angulo,22,Équateur,Inconnu,"2,80 mio. €",https://www.transfermarkt.fr/marco-angulo/profil/spieler/659793,Milieu défensif,Autre,0,33,0,1090
Fawaz Al-Sqoor,29,Arabie Saoudite,900 K €,"2,80 mio. €",https://www.transfermarkt.fr/fawaz-al-sqoor/profil/spieler/364450,Arrière droit,Saudi Pro League,2026,30,0,2628
Alejandro Martínez,28,Argentine,"1,20 mio. €","2,78 mio. €",https://www.transfermarkt.fr/alejandro-martinez/profil/spieler/729356,Ailier gauche,Torneo Apertura,2026,15,1,825
Enes Sali,19,Roumanie,"1,30 mio. €","2,78 mio. €",https://www.transfermarkt.fr/enes-sali/profil/spieler/875252,Ailier gauche,Saudi Pro League,2026,22,2,682
Nicolò Turco,22,Italie,500 K €,"2,75 mio. €",https://www.transfermarkt.fr/nicolo-turco/profil/spieler/650965,Avant-centre,Serie D - A,2026,36,13,2178
Shavy Babicka,25,Gabon,"1,00 mio. €","2,75 mio. €",https://www.transfermarkt.fr/shavy-babicka/profil/spieler/916920,Ailier droit,Süper Lig,2026,37,8,2585
Romeo Benítez,23,Paraguay,"1,50 mio. €","2,75 mio. €",https://www.transfermarkt.fr/romeo-benitez/profil/spieler/978951,Ailier gauche,Primera División Apertura,2026,40,7,2564
Ramiro Sordo,25,Argentine,"2,50 mio. €","2,75 mio. €",https://www.transfermarkt.fr/ramiro-sordo/profil/spieler/830112,Ailier droit,Liga MX Apertura,2027,41,4,2504
Abdullah Al-Ammar,31,Arabie Saoudite,750 K €,"2,74 mio. €",https://www.transfermarkt.fr/abdullah-al-ammar/profil/spieler/369090,Arrière gauche,Saudi Pro League,0,27,3,2284
Santiago Mouriño,23,Uruguay,500 K €,"2,70 mio. €",https://www.transfermarkt.fr/santiago-mourino/profil/spieler/953901,Arrière droit,LaLiga,2030,14,0,1260
Žan Vipotnik,23,Slovénie,"2,00 mio. €","2,70 mio. €",https://www.transfermarkt.fr/zan-vipotnik/profil/spieler/506942,Avant-centre,Championship,2028,38,23,2444
Mikkel Kaufmann,25,Danemark,"2,70 mio. €","2,70 mio. €",https://www.transfermarkt.fr/mikkel-kaufmann/profil/spieler/545332,Avant-centre,Bundesliga,2028,32,10,1699
Thomas Beelen,24,Pays-Bas,"2,00 mio. €","2,70 mio. €",https://www.transfermarkt.fr/thomas-beelen/profil/spieler/593862,Défenseur central,Eredivisie,2028,30,1,2523
Brahian Palacios,23,Colombie,"1,50 mio. €","2,70 mio. €",https://www.transfermarkt.fr/brahian-palacios/profil/spieler/989925,Ailier droit,UAE Pro League,2026,47,3,2093
Anis Ben Slimane,24,Tunisie,"2,50 mio. €","2,70 mio. €",https://www.transfermarkt.fr/anis-ben-slimane/profil/spieler/546712,Milieu central,Championship,2028,36,4,1724
Kristoffer Lund,23,États-Unis,"1,50 mio. €","2,70 mio. €",https://www.transfermarkt.fr/kristoffer-lund/profil/spieler/623773,Arrière gauche,Bundesliga,2026,25,0,2073
Damián Bobadilla,24,Paraguay,"2,00 mio. €","2,70 mio. €",https://www.transfermarkt.fr/damian-bobadilla/profil/spieler/861852,Milieu central,Série A,2027,48,10,2806
Dennis Johnsen,25,Norvège,"1,50 mio. €","2,70 mio. €",https://www.transfermarkt.fr/dennis-johnsen/profil/spieler/406042,Inconnu,Autre,0,0,0,0
Santiago Núñez,23,Argentine,"2,70 mio. €","2,25 mio. €",https://www.transfermarkt.fr/santiago-nunez/profil/spieler/959208,Inconnu,Autre,0,0,0,0
Phillip Tietz,28,Allemagne,"2,70 mio. €","2,20 mio. €",https://www.transfermarkt.fr/phillip-tietz/profil/spieler/288340,Avant-centre,Bundesliga,2028,37,14,3152
Rayyan Baniya,26,Turquie,"2,70 mio. €","2,05 mio. €",https://www.transfermarkt.fr/rayyan-baniya/profil/spieler/394872,Défenseur central,Süper Lig,2030,29,2,2518
Sergio Barreto,26,Argentine,"2,70 mio. €","2,00 mio. €",https://www.transfermarkt.fr/sergio-barreto/profil/spieler/556047,Défenseur central,Liga MX Apertura,2027,17,0,1436
Abdou Harroui,28,Maroc,"2,70 mio. €",700 K €,https://www.transfermarkt.fr/abdou-harroui/profil/spieler/416386,Milieu central,Serie A,2028,24,2,660
M'Baye Niang,31,Sénégal,"2,70 mio. €",250 K €,https://www.transfermarkt.fr/mbaye-niang/profil/spieler/157501,Avant-centre,Süper Lig,2027,32,7,1557
Bendegúz Bolla,26,Hongrie,Inconnu,"2,70 mio. €",https://www.transfermarkt.fr/bendeguz-bolla/profil/spieler/439351,Arrière droit,Bundesliga,2027,35,2,2945
Mohamed Ali Ben Romdhane,26,Tunisie,Inconnu,"2,70 mio. €",https://www.transfermarkt.fr/mohamed-ali-ben-romdhane/profil/spieler/577881,Milieu central,Premier League,2029,38,14,3186
David Okereke,28,Nigeria,Inconnu,"2,70 mio. €",https://www.transfermarkt.fr/david-okereke/profil/spieler/413605,Avant-centre,Serie A,2026,38,9,2562
Dimitrios Goutas,31,Grèce,Inconnu,"2,70 mio. €",https://www.transfermarkt.fr/dimitrios-goutas/profil/spieler/191829,Défenseur central,Süper Lig,2027,46,0,3836
Demba Seck,24,Sénégal,Inconnu,"2,70 mio. €",https://www.transfermarkt.fr/demba-seck/profil/spieler/551752,Ailier droit,Super liga Srbije,2026,22,0,638
Emam Ashour,27,Égypte,"2,00 mio. €","2,68 mio. €",https://www.transfermarkt.fr/emam-ashour/profil/spieler/604008,Milieu central,Premier League,2028,26,6,1888
Seedy Jatta,22,Norvège,"1,00 mio. €","2,61 mio. €",https://www.transfermarkt.fr/seedy-jatta/profil/spieler/661206,Avant-centre,Bundesliga,2027,20,6,1340
Umut Güneş,25,Turquie,"2,60 mio. €","2,30 mio. €",https://www.transfermarkt.fr/umut-gunes/profil/spieler/422203,Milieu central,Süper Lig,2028,30,2,2055
Horațiu Moldovan,28,Roumanie,"2,60 mio. €",800 K €,https://www.transfermarkt.fr/horatiu-moldovan/profil/spieler/525438,Gardien de but,LaLiga,2026,39,0,3510
Jonas Svensson,32,Norvège,Inconnu,"2,60 mio. €",https://www.transfermarkt.fr/jonas-svensson/profil/spieler/136184,Arrière droit,Eliteserien,2027,29,0,2588
Ahmed Hassan,32,Égypte,Inconnu,"2,60 mio. €",https://www.transfermarkt.fr/ahmed-hassan/profil/spieler/184816,Avant-centre,Saudi Pro League,2026,28,11,1985
André Silva,28,Brésil,"2,50 mio. €","3,80 mio. €",https://www.transfermarkt.fr/andre-silva/profil/spieler/565232,Avant-centre,Série A,2027,32,6,2291
Carlo Holse,26,Danemark,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/carlo-holse/profil/spieler/345577,Milieu offensif,Süper Lig,2027,17,3,1526
Raniele,29,Brésil,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/raniele/profil/spieler/546530,Milieu défensif,Série A,2028,45,3,3727
João Basso,29,Brésil,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/joao-basso/profil/spieler/410183,Défenseur central,Série A,2026,55,3,4717
David Ankeye,23,Nigeria,"1,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/david-ankeye/profil/spieler/881610,Avant-centre,Cyprus League,2026,15,7,1195
George Pușcaș,29,Roumanie,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/george-puscas/profil/spieler/208690,Avant-centre,Autre,0,27,4,1125
Mattia Aramu,30,Italie,"2,20 mio. €","2,50 mio. €",https://www.transfermarkt.fr/mattia-aramu/profil/spieler/200188,Milieu offensif,Serie C - B,2026,28,2,1570
Tiago Palacios,24,Uruguay,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/tiago-palacios/profil/spieler/755457,Ailier droit,Torneo Apertura,2027,36,9,3086
Nazariy Rusyn,27,Ukraine,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/nazariy-rusyn/profil/spieler/366729,Avant-centre,Ekstraklasa,2026,30,13,2187
Kevin Van Den Kerkhof,29,Algérie,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/kevin-van-den-kerkhof/profil/spieler/400680,Arrière droit,Jupiler Pro League,2026,42,5,3338
Hyun-jun Yang,23,Corée du Sud,700 K €,"2,50 mio. €",https://www.transfermarkt.fr/hyun-jun-yang/profil/spieler/853110,Ailier droit,Premiership,2028,23,1,1808
Yann Gboho,25,France,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/yann-gboho/profil/spieler/463613,Ailier gauche,Ligue 1,2027,31,3,1177
Niklas Schmidt,27,Allemagne,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/niklas-schmidt/profil/spieler/275249,Milieu central,2. Bundesliga,2026,25,3,1158
Aliou Baldé,23,Guinée,800 K €,"2,50 mio. €",https://www.transfermarkt.fr/aliou-balde/profil/spieler/666977,Ailier gauche,Super League,2026,30,13,1991
Milutin Osmajic,26,Monténégro,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/milutin-osmajic/profil/spieler/542819,Avant-centre,Championship,2027,35,8,2257
Håkon Evjen,25,Norvège,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/hakon-evjen/profil/spieler/394688,Milieu central,Eliteserien,2028,32,5,2051
Mehdi Léris,27,Algérie,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/mehdi-leris/profil/spieler/348601,Ailier droit,Serie A,2027,35,1,2600
Gregore,31,Brésil,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/gregore/profil/spieler/546036,Milieu défensif,Stars League,2027,5,0,388
Victor Torp,26,Danemark,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/victor-torp/profil/spieler/403692,Milieu central,Championship,2028,33,7,2712
Giorgi Chakvetadze,26,Géorgie,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/giorgi-chakvetadze/profil/spieler/412616,Milieu offensif,Championship,2029,47,1,3263
Casper De Norre,29,Belgique,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/casper-de-norre/profil/spieler/292806,Milieu défensif,Championship,2026,36,5,3201
Nicholas Gioacchini,25,États-Unis,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/nicholas-gioacchini/profil/spieler/704156,Avant-centre,Super League 1,2027,37,10,2296
Rafael Fernandes,23,Portugal,700 K €,"2,50 mio. €",https://www.transfermarkt.fr/rafael-fernandes/profil/spieler/744074,Défenseur central,Ligue 1,2028,3,0,180
Zakaria El Ouahdi,24,Maroc,800 K €,"2,50 mio. €",https://www.transfermarkt.fr/zakaria-el-ouahdi/profil/spieler/820474,Arrière droit,Jupiler Pro League,2028,27,7,2008
Oumar Diakité,22,Côte d'Ivoire,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/oumar-diakite/profil/spieler/847279,Avant-centre,Jupiler Pro League,2026,23,9,1799
Noah Darvich,19,Allemagne,-,"2,50 mio. €",https://www.transfermarkt.fr/noah-darvich/profil/spieler/897480,Ailier droit,Bundesliga,2029,11,5,834
Gonzalo Escalante,32,Argentine,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/gonzalo-escalante/profil/spieler/266795,Milieu central,Liga Primera,2026,24,4,1802
Lorenzo Faravelli,32,Argentine,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/lorenzo-faravelli/profil/spieler/181706,Milieu offensif,Liga MX Apertura,2026,33,4,2535
Ángel Sepúlveda,34,Mexique,"1,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/angel-sepulveda/profil/spieler/160700,Avant-centre,Liga MX Apertura,2029,34,8,2508
Jaime Seoane,29,Espagne,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/jaime-seoane/profil/spieler/340867,Milieu central,LaLiga2,2026,19,0,415
Filippo Missori,21,Italie,800 K €,"2,50 mio. €",https://www.transfermarkt.fr/filippo-missori/profil/spieler/650993,Arrière droit,Serie B,2026,27,1,1754
Svit Seslar,24,Slovénie,"1,20 mio. €","2,50 mio. €",https://www.transfermarkt.fr/svit-seslar/profil/spieler/603368,Milieu offensif,Prva Liga,2030,40,10,3366
Rafael Ratão,30,Brésil,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/rafael-ratao/profil/spieler/289802,Ailier gauche,Super League,2028,52,10,2779
Andrés Ferrari,23,Uruguay,"2,00 mio. €","2,50 mio. €",https://www.transfermarkt.fr/andres-ferrari/profil/spieler/973805,Avant-centre,LaLiga2,2026,11,5,734
Lucas Olaza,31,Uruguay,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/lucas-olaza/profil/spieler/216240,Arrière gauche,Premier Liga,2026,23,0,1496
Assan Ceesay,31,Gambie,"2,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/assan-ceesay/profil/spieler/388382,Avant-centre,Autre,0,35,6,1881
Saviour Godwin,29,Nigeria,"1,50 mio. €","2,50 mio. €",https://www.transfermarkt.fr/saviour-godwin/profil/spieler/295327,Ailier gauche,UAE Pro League,0,35,4,2755
Kevin Nisbet,28,Écosse,"2,50 mio. €","2,34 mio. €",https://www.transfermarkt.fr/kevin-nisbet/profil/spieler/360661,Avant-centre,Premiership,2028,20,12,1467
Allahyar Sayyadmanesh,24,Iran,"2,50 mio. €","2,34 mio. €",https://www.transfermarkt.fr/allahyar-sayyadmanesh/profil/spieler/480975,Ailier droit,Jupiler Pro League,2026,20,2,1362
Imanol Machuca,26,Malaisie,"2,50 mio. €","2,25 mio. €",https://www.transfermarkt.fr/imanol-machuca/profil/spieler/829968,Ailier droit,Torneo Apertura,2026,45,7,2821
Pedro Díaz,27,Espagne,"2,50 mio. €","2,20 mio. €",https://www.transfermarkt.fr/pedro-diaz/profil/spieler/363057,Milieu central,LaLiga,2028,36,4,2650
Szymon Wlodarczyk,23,Pologne,"2,50 mio. €","2,20 mio. €",https://www.transfermarkt.fr/szymon-wlodarczyk/profil/spieler/554282,Avant-centre,Eredivisie,2026,32,9,1551
